listing_type,Property_type,Price,City,Address,Rooms,Floor,Area,Parking_spots
rent,Studio,2400,Jerusalem,Mishol HaDkalim  14,1.0,1.0,18,1
rent,Studio,2500,Petah Tikva,HaAluf David Marcus St.  54,1.0,2.0,30,1
rent,Apartment,2900,Tel Aviv-Yafo,Nissim Isakov St.  19,1.5,0.0,24,1
rent,Apartment,2000,Ramat Gan,Ha-Yarden St.  98,3.0,7.0,59,2
rent,Apartment,3400,Bat Yam,Ha-Sar Rabinovich St. ,3.0,2.0,74,1
rent,Apartment,5200,Holon,Yehoshua Rabinovich St. ,4.0,5.0,110,1
rent,Apartment,3900,Bat Yam,Ha-Neviim St. ,4.0,4.0,80,2
rent,Apartment,3800,Bat Yam,Bar Yehuda St. ,3.0,4.0,70,1
rent,Apartment,4000,Bat Yam,Trumpeldor St. ,3.0,2.0,70,0
rent,Apartment,3800,Bat Yam,Rambam St. ,2.5,2.0,55,0
rent,Apartment,3700,Bat Yam,Yisrael Ben Tsiyon St. ,2.5,1.0,75,0
rent,Apartment,3800,Bat Yam,Yisrael Ben Tsiyon St. ,2.5,1.0,75,0
rent,Apartment,4000,Bat Yam,Yoseftal St. ,2.5,5.0,70,0
rent,Apartment,4100,Bat Yam,HaMaapilim St. ,3.0,1.0,75,0
rent,Apartment,3000,Bat Yam,Yisrael Ben Tsiyon St. ,3.0,2.0,80,0
rent,Apartment,4300,Bat Yam,Perlstein St. ,3.0,5.0,85,0
rent,Apartment,5800,Bat Yam,Ha-Reshet St. ,4.0,6.0,110,1
rent,Apartment,2800,Bat Yam,Bar Yehuda St. ,2.0,1.0,40,0
rent,Apartment,2700,Bat Yam,Ha-Rishonim St. ,1.0,3.0,20,0
rent,Apartment,4200,Bat Yam,Bayit Vagan St. ,3.5,2.0,90,0
rent,Apartment,4000,Bat Yam,Sheshet ha-Yamim St. ,2.5,3.0,85,0
rent,Apartment,3500,Bat Yam,Balfour St. ,2.5,1.0,63,0
rent,Studio,2300,Bat Yam,Balfour St. ,1.0,3.0,22,0
rent,Apartment,4100,Bat Yam,Balfour St. ,3.0,2.0,75,0
rent,Apartment,4700,Ramat Gan,Ha-Yarden St.  38,4.0,1.0,100,1
rent,Villa,6000,Ramat Gan,Ha-Aliya ha-Rishona St. ,3.0,1.0,90,1
rent,Apartment,3800,Holon,Sderot Yoseftal  150,3.5,2.0,80,0
rent,Apartment,3800,Holon,Sderot Yoseftal  150,3.5,2.0,80,0
rent,Apartment,2400,Jerusalem,Mishol HaDkalim  12,1.0,1.0,16,3
rent,Apartment,3300,Ashdod,Rambam St.  9,2.5,3.0,48,0
rent,Apartment,5800,Tel Aviv-Yafo,HaKongres St.  14,3.0,3.0,60,1
rent,Garden apt,3000,Tel Aviv-Yafo,Matalon St. ,1.0,0.0,40,0
rent,Apartment,12800,Tel Aviv-Yafo,Antokolski St.  12,5.5,1.0,165,0
rent,Apartment,19000,Tel Aviv-Yafo,Nitsana St. ,6.0,3.0,200,4
rent,Apartment,7000,Tel Aviv-Yafo,Natan HaHaham St.  10,2.5,3.0,63,0
rent,Apartment,6000,Ramat Gan,Bar Kochva St.  22,4.0,2.0,130,1
rent,Duplex,16000,Tel Aviv-Yafo,Sharabi St.  17,4.0,2.0,170,1
rent,Penthouse,37000,Tel Aviv-Yafo,Sheinkin St. ,5.0,5.0,250,2
rent,Apartment,7000,Tel Aviv-Yafo,Nechemiah St.  6,2.0,2.0,60,2
rent,Apartment,7500,Tel Aviv-Yafo,Nissenboim St. ,3.0,2.0,67,1
rent,Apartment,12000,Tel Aviv-Yafo,Vitkin St.  23,4.0,3.0,100,2
rent,Apartment,6850,Tel Aviv-Yafo,Yehuda HaMakkabbi St.  30,3.0,1.0,75,0
rent,Apartment,6500,Tel Aviv-Yafo,Nissenboim St.  22,3.0,2.0,73,2
rent,Apartment,2500,Tel Aviv-Yafo,Israelis St. ,1.0,1.0,30,0
rent,Apartment,4000,Tel Aviv-Yafo,Shazar St.  61,3.0,3.0,71,0
rent,Apartment,12000,Tel Aviv-Yafo,Antokolski St.  12,5.5,1.0,165,0
rent,Garden apt,7400,Tel Aviv-Yafo,Shlomtsiyon HaMalka St.  22,3.0,0.0,75,0
rent,Apartment,10500,Tel Aviv-Yafo,Shlomtsiyon HaMalka St.  44,4.0,2.0,115,0
rent,Apartment,7500,Tel Aviv-Yafo,Zeev Jabotinsky St.  100,3.0,2.0,75,1
rent,Garden apt,7200,Tel Aviv-Yafo,Shlomtsiyon HaMalka St.  44,3.0,0.0,75,0
rent,Duplex,11000,Tel Aviv-Yafo,HaKongres St.  14,5.0,5.0,190,2
rent,Apartment,7100,Tel Aviv-Yafo,Ha-Melits St.  9,3.0,3.0,70,0
rent,Apartment,3600,Ashdod,Ha-Histadrut St.  11,3.0,1.0,62,0
rent,Penthouse,5500,Ashdod,HaRav Kuk St.  43,4.0,7.0,95,1
rent,Apartment,5100,Kefar Sava,HaGra St.  19,4.0,4.0,132,1
rent,Apartment,2850,Ramat Gan,Haroe St.  23,1.0,1.0,25,0
rent,Apartment,5900,Ramat Gan,Neveh Yehoshua St.  34,4.0,1.0,100,1
rent,Apartment,8000,Tel Aviv-Yafo,Lipski St. ,2.5,2.0,60,0
rent,Apartment,8000,Tel Aviv-Yafo,Hei be-Iyar St. ,2.0,5.0,88,1
rent,Apartment,18000,Tel Aviv-Yafo,Sderot Nordau ,5.0,1.0,140,1
rent,Apartment,8700,Tel Aviv-Yafo,Yirmeyahu St. ,3.0,2.0,80,0
rent,Apartment,4950,Tel Aviv-Yafo,Zalman Maisel St. ,4.0,2.0,80,1
rent,Apartment,4600,Ramat Gan,Krinitsi St.  36,3.0,1.0,80,0
rent,Apartment,2700,Tel Aviv-Yafo,Amsterdam St.  7,3.5,2.0,100,0
rent,Apartment,3800,Petah Tikva,Zeev Jabotinsky St.  23,3.0,1.0,65,0
rent,Apartment,3000,Bnei Brak,Dov Gruner St.  55,2.5,2.0,42,0
rent,Apartment,4300,Bat Yam,Ha-Neviim St.  48,3.0,3.0,70,1
rent,Apartment,4300,Bat Yam,Ha-Neviim St.  48,3.0,3.0,70,1
rent,Garden apt,6000,Tel Aviv-Yafo,HaGolan St.  124,3.0,0.0,56,0
rent,Apartment,3300,Petah Tikva,Doctor Fogel Herman St.  8,3.5,4.0,90,0
rent,Apartment,2950,Bnei Brak,Ha-Rav Avraham Yitskhak ha-Cohen Kook St.  26,2.0,2.0,45,0
rent,Apartment,4900,Herzliya,Yigal Alon St.  43,3.0,2.0,76,1
rent,Apartment,4000,Ramat Gan,Haroe St.  125,2.5,3.0,60,0
rent,Apartment,6450,Tel Aviv-Yafo,Shlomtsiyon HaMalka St.  59,2.5,0.0,62,0
rent,Apartment,4200,Bat Yam,HaGdud Haivri St.  27,3.0,0.0,80,0
rent,Apartment,3600,Bat Yam,Tchernikhovski St.  20,3.0,2.0,74,1
rent,Apartment,4000,Bat Yam,Ha-Tsipornim St.  3,3.0,2.0,70,1
rent,Apartment,3650,Bat Yam,Bar Ilan St.  85,2.0,2.0,45,1
rent,Apartment,5900,Ramat Gan,Klausner St. ,3.0,6.0,70,1
rent,Apartment,4200,Bat Yam,Yerushalayim St.  44,4.0,7.0,95,0
rent,Duplex,9500,Ramat Gan,Uziel St. ,4.0,8.0,215,2
rent,Apartment,3900,Ramat Gan,Zeev Jabotinsky St. ,3.0,1.0,60,0
rent,Apartment,7000,Ramat Gan,Rimalt St. ,4.0,5.0,120,0
rent,Apartment,3400,Ramat Gan,Rabbi Yehuda HaNassi St. ,3.0,3.0,50,0
rent,Apartment,5000,Ramat Gan,Rabbi Yehuda HaNassi St. ,4.0,1.0,104,1
rent,Apartment,5600,Ramat Gan,Yeshurun St. ,3.0,3.0,75,1
rent,Apartment,5100,Bnei Brak,HaTanaim St. ,3.5,2.0,82,0
rent,Apartment,3750,Ramat Gan,Haroe St. ,3.0,3.0,75,0
rent,Apartment,4200,Holon,Manya ve-Yisrael Shokhat St.  21,3.0,1.0,70,0
rent,Apartment,2700,Holon,Bernstein St. ,4.0,2.0,90,3
rent,Housing unit,3000,Holon,Arye Shenkar St. ,2.0,10.0,40,0
rent,Apartment,5000,Holon,Eilat St. ,4.0,2.0,100,0
rent,Housing unit,2900,Holon,Eliyahu Krauze St. ,1.0,4.0,25,0
rent,Apartment,3000,Holon,Mivtsa Sinai St. ,2.5,4.0,60,0
rent,Villa,9000,Holon,Yosef Khaim Brenner St.  3,4.0,1.0,120,0
rent,Apartment,4000,Kiryat Ono,HaShaked St.  36,3.0,2.0,70,0
rent,Apartment,4100,Petah Tikva,Yehuda ha-Levi St. ,4.0,1.0,88,1
rent,Apartment,2600,Petah Tikva,Ha-Hagana St. ,2.0,0.0,30,0
rent,Apartment,4000,Petah Tikva,Kashani St. ,4.0,2.0,90,1
rent,Cottage/house,9500,Holon,Bialik St. ,5.0,3.0,120,1
rent,Apartment,4000,Ramat Gan,Simtat Ayalon  11,2.5,2.0,60,0
rent,Triplex,6200,Petah Tikva,Trumpeldor St.  31,7.0,0.0,131,1
rent,Apartment,3100,Ramat Gan,Beer Ora St.  8,2.0,1.0,37,3
rent,Apartment,4700,Bat Yam,Balfour St.  17,3.5,1.0,85,2
rent,Apartment,3200,Rishon LeTsiyon,Rothschild St.  50,2.0,1.0,50,1
rent,Apartment,3200,Tel Aviv-Yafo,Shlomo Ibn Gabirol St.  42,1.0,3.0,25,0
rent,Mini penthouse,12500,Bat Yam,Ha-Neviim St.  62,4.0,19.0,135,2
rent,Apartment,5500,Bat Yam,Yerushalayim St.  22,3.0,3.0,75,1
rent,Apartment,7000,Bat Yam,Yohanan HaSandlar St.  8,4.0,30.0,120,2
rent,Apartment,9900,Bat Yam,Yitshak Sadeh St.  8,3.0,31.0,115,1
rent,Apartment,8800,Bat Yam,Yitshak Sadeh St.  4,5.0,20.0,145,2
rent,Apartment,4000,Bat Yam,Yoseftal St.  66,2.5,5.0,72,0
rent,Apartment,8700,Bat Yam,Yitshak Sadeh St.  8,4.0,26.0,125,1
rent,Apartment,4200,Rishon LeTsiyon,Karl Netter St.  1,3.0,3.0,78,0
rent,Apartment,5500,Bat Yam,Ha-Meyasdim St.  3,4.0,1.0,80,0
rent,Apartment,3500,Holon,Eilat St.  86,3.0,4.0,60,0
rent,Apartment,3600,Bat Yam,Bar Ilan St. ,2.5,1.0,65,0
rent,Apartment,5200,Ness Ziona,Maccabi St. ,4.5,3.0,113,1
rent,Apartment,4950,Ness Ziona,Herzl St. ,4.0,4.0,113,1
rent,Apartment,5000,Bat Yam,David Raziel St. ,4.0,1.0,85,1
rent,Apartment,3900,Bat Yam,Ha-Neviim St. ,3.0,2.0,78,1
rent,Apartment,3300,Bat Yam,Mivtsa Sinai St. ,3.0,3.0,70,0
rent,Apartment,3400,Tel Aviv-Yafo,HaRav Rubinstein St. ,3.0,2.0,70,1
rent,Apartment,2500,Bat Yam,Halper St. ,3.0,1.0,70,0
rent,Apartment,3600,Bat Yam,Balfour St. ,3.0,2.0,75,0
rent,Apartment,3500,Bat Yam,Yisrael Ben Tsiyon St. ,3.0,1.0,80,0
rent,Apartment,3300,Bat Yam,Ha-Tkhiya St. ,2.5,3.0,60,0
rent,Apartment,4000,Bat Yam,Herzl St. ,2.0,2.0,50,2
rent,Garden apt,3600,Holon,Ha-Amoraim St. ,2.5,0.0,60,0
rent,Apartment,3700,Bat Yam,Nitsana St. ,2.5,1.0,65,0
rent,Apartment,4700,Bat Yam,David Raziel St. ,4.0,2.0,90,1
rent,Apartment,3700,Bat Yam,Ha-Hagana St. ,3.0,1.0,87,0
rent,Apartment,3600,Bat Yam,Yisrael Ben Tsiyon St. ,2.5,1.0,80,0
rent,Apartment,4900,Bat Yam,Balfour St. ,4.0,4.0,100,0
rent,Apartment,5800,Bat Yam,Herzl St. ,4.0,1.0,100,1
rent,Apartment,3800,Holon,Hatechiya St. ,2.5,4.0,60,0
rent,Apartment,3500,Ramla,Eliyahu Golomb St.  4,2.0,0.0,50,1
rent,Apartment,4000,Petah Tikva,Ha-Aliya ha-Shinya St.  10,4.0,4.0,80,0
rent,Apartment,4500,Petah Tikva,Rachel HaMeshoreret St.  11,4.0,4.0,120,0
rent,Apartment,1900,Petah Tikva,Nordau St.  34,4.0,1.0,90,1
rent,Apartment,2000,Petah Tikva,Nordau St.  34,4.0,1.0,90,1
rent,Apartment,1900,Petah Tikva,Nordau St.  34,4.0,1.0,100,1
rent,Room,2000,Petah Tikva,Nordau St.  32,4.0,1.0,110,2
rent,Apartment,3500,Jerusalem,Iceland St.  22,3.0,2.0,65,0
rent,Apartment,5500,Jerusalem,Shaul Avigur St.  24,4.0,2.0,95,1
rent,Apartment,3600,Ramla,Yoseftal St.  17,4.0,2.0,87,0
rent,Apartment,3200,Ramla,Sderot Ben Gurion  3,3.0,2.0,70,0
rent,Housing unit,2500,Tel Aviv-Yafo,HaGdud Haivri St.  58,1.0,1.0,9,0
rent,Apartment,6200,Tel Aviv-Yafo,Haggibbor HaAlmoni St.  2,5.0,4.0,100,1
rent,Apartment,5000,Ramat Gan,Boaz St.  15,4.0,3.0,115,0
rent,Apartment,4100,Ramat Gan,Moshe Dayan St.  32,2.5,3.0,75,3
rent,Apartment,2500,Ramat Gan,Tirzah St.  32,3.0,8.0,76,1
rent,Apartment,4400,Ramat Gan,Shalem St.  12,3.0,2.0,82,0
rent,Apartment,2000,Jerusalem,HaHavatselet St. ,6.0,1.0,150,0
rent,Housing unit,2500,Rishon LeTsiyon,Ha-Rav Pinkhas Zekharya St. ,1.0,1.0,20,1
rent,Apartment,4100,Rishon LeTsiyon,Betar St. ,3.0,1.0,80,2
rent,Apartment,3000,Rishon LeTsiyon,HaDagan St. ,2.0,1.0,40,2
rent,Housing unit,3300,Rishon LeTsiyon,Shimon Peres St. ,2.0,0.0,30,1
rent,Housing unit,3700,Rishon LeTsiyon,Ha-Rav Pinkhas Zekharya St. ,1.0,1.0,36,1
rent,Apartment,4800,Jerusalem,Gesher HaHayim ,3.0,1.0,68,0
rent,Apartment,4750,Rishon LeTsiyon,HaTsfira St. ,4.5,1.0,106,1
rent,Apartment,4300,Jerusalem,Shamai St. ,2.0,3.0,53,1
rent,Apartment,5600,Jerusalem,Agripas St. ,3.0,7.0,78,1
rent,Apartment,1500,Jerusalem,HaRav Agan St. ,4.0,6.0,100,3
rent,Apartment,3700,Ashdod,Shavei Tsiyon St.  28,4.0,2.0,110,0
rent,Apartment,3800,Jerusalem,Jaffa St.  222,2.5,3.0,60,0
rent,Apartment,1500,Jerusalem,Shmuel ha-Navi St.  20,4.0,1.0,110,1
rent,Apartment,4000,Beer Yaakov,HaTeena St.  5,3.0,1.0,80,1
rent,Apartment,6600,Tel Aviv-Yafo,Louis Marshall St.  14,3.0,3.0,78,0
rent,Apartment,7500,Tel Aviv-Yafo,HaYarkon St. ,2.0,8.0,62,0
rent,Apartment,3550,Holon,Barzilai St.  3,3.5,3.0,87,0
rent,Apartment,7200,Tel Aviv-Yafo,Levontin St.  5,2.0,1.0,59,0
rent,Apartment,2800,Jerusalem,Shamir St.  36,1.0,0.0,30,0
rent,Apartment,4300,Rishon LeTsiyon,Klevitsski St.  3,4.0,4.0,90,0
rent,Apartment,500,Bat Yam,Derech Ben Gurion  138,2.0,6.0,50,0
rent,Apartment,4500,Jerusalem,Tsipora St.  9,4.0,3.0,75,1
rent,Apartment,2500,Givatayim,Derech Yitshak Rabin  49,1.0,4.0,12,1
rent,Villa,15000,Mazkeret Batya,Sderot Rothschild ,9.0,2.0,402,3
rent,Apartment,3500,Rehovot,Palmakh St.  28,3.0,0.0,60,0
rent,Housing unit,3250,Rishon LeTsiyon,HaTut St.  10,2.0,0.0,35,0
rent,Housing unit,3200,Rishon LeTsiyon,HaTut St.  10,2.0,0.0,32,0
rent,Apartment,3200,Petah Tikva,Doctor Fogel Herman St. ,3.5,3.0,80,1
rent,Apartment,3500,Petah Tikva,Yosefsberg St.  9,3.0,1.0,60,0
rent,Apartment,11500,Tel Aviv-Yafo,Ha-Rav Nisim St.  9,3.0,5.0,97,1
rent,Apartment,2800,Bat Yam,Ha-Rishonim St. ,1.0,0.0,30,0
rent,Apartment,4800,Tel Aviv-Yafo,Ha-Gilad St. ,2.0,1.0,55,0
rent,Apartment,5700,Rishon LeTsiyon,Ha-Akhim Ostashinski St.  13,4.0,4.0,90,1
rent,Apartment,3700,Rehovot,Hasam St.  11,3.0,5.0,70,0
rent,Apartment,3200,Petah Tikva,Rothschild St. ,3.5,4.0,100,1
rent,Apartment,2000,Petah Tikva,Khayim Ozer St. ,1.0,3.0,27,0
rent,Apartment,1800,Petah Tikva,Mohiliver St. ,1.0,1.0,20,0
rent,Apartment,3400,Petah Tikva,Zvi Hirsch Kalischer St. ,3.5,3.0,100,1
rent,Apartment,2500,Petah Tikva,Hafes Haim St. ,1.0,3.0,34,0
rent,Housing unit,3900,Petah Tikva,Maze St. ,2.0,0.0,40,0
rent,Apartment,7500,Jerusalem,David Alroi St.  3,4.5,3.0,119,1
rent,Apartment,3700,Bat Yam,Herzl St.  72,2.0,4.0,49,0
rent,Apartment,6300,Tel Aviv-Yafo,Dafna St.  38,3.0,1.0,90,0
rent,Apartment,3600,Givatayim,Ha-Histadrut St.  32,2.0,0.0,50,0
rent,Apartment,4300,Ramat Gan,Ha-Mavdil St.  21,2.0,1.0,60,0
rent,Apartment,230,Rishon LeTsiyon,Ha-Hityashvut St.  47,5.0,2.0,129,1
rent,Apartment,4500,Tel Aviv-Yafo,Haim Barlev Road  203,3.0,5.0,65,1
rent,Apartment,4400,Bat Yam,Livorno St.  5,4.0,2.0,105,0
rent,Apartment,3500,Rehovot,Amoraim St. ,3.0,2.0,70,0
rent,Cottage/house,5000,Ariel,Ha-Dekel St.  53,5.0,2.0,135,0
rent,Apartment,4000,Rishon LeTsiyon,Dror St. ,3.5,2.0,80,1
rent,Apartment,6500,Herzliya,הקרן  7,3.0,4.0,75,1
rent,Apartment,3500,Bat Yam,Khatsor St.  4,3.0,3.0,70,0
rent,Apartment,4800,Rishon LeTsiyon,Mohiliver St. ,4.5,1.0,120,1
rent,Apartment,4000,Rishon LeTsiyon,Weizbard St. ,3.0,1.0,75,1
rent,Apartment,4600,Rishon LeTsiyon,Jerusalem St. ,4.0,1.0,95,1
rent,Cottage/house,8800,Rishon LeTsiyon,Ha-Oniya St. ,6.0,2.0,170,2
rent,Apartment,4200,Rishon LeTsiyon,Karl Netter St. ,3.0,3.0,80,0
rent,Apartment,4200,Bat Yam,Yoseftal St. ,3.0,2.0,68,0
rent,Apartment,3200,Bat Yam,Shalom Aleichem St. ,2.5,4.0,73,0
rent,Apartment,3000,Holon,Yotvata St.  7,2.5,3.0,50,1
rent,Apartment,4900,Rishon LeTsiyon,Yehoshua Gibstein St.  1,4.0,6.0,107,1
rent,Apartment,3400,Rehovot,Ha-Hagana St. ,3.0,1.0,70,0
rent,Apartment,2800,Rehovot,Ha-Khavura St. ,2.0,0.0,40,0
rent,Apartment,4200,Rehovot,Herzl St.  105,4.0,8.0,100,0
rent,Apartment,3300,Rehovot,Derekh Yavne ,2.0,4.0,40,0
rent,Apartment,3000,Rehovot,Ezra St. ,2.0,1.0,56,0
rent,Apartment,5900,Tel Aviv-Yafo,Sderot Shaul HaMelech  17,3.0,0.0,60,0
rent,Apartment,3900,Ramat Gan,HaBanim St.  11,2.0,2.0,55,0
rent,Apartment,2700,Lod,Arieh Rubin St.  5,2.0,4.0,60,1
rent,Housing unit,3600,Ramat Gan,Uziel St.  91,2.0,2.0,45,0
rent,Apartment,100,Petah Tikva,Khen St.  5,2.5,2.0,50,0
rent,Apartment,3400,Bat Yam,Ha-Shlosha St.  13,2.0,0.0,30,0
rent,Apartment,3100,Ramla,Sderot Ben Gurion  3,3.0,3.0,68,0
rent,Apartment,3500,Petah Tikva,Ha-Rishonim St.  1,3.5,1.0,1,1
rent,Apartment,1650,Jerusalem,HaArazim St.  10,3.0,4.0,78,0
rent,Apartment,3000,Ramat Gan,Natan St.  21,1.0,0.0,35,0
rent,Apartment,4550,Bat Yam,Ha-Neviim St.  23,3.0,3.0,71,2
rent,Apartment,4600,Ramat Gan,Krinitsi St.  36,3.0,1.0,75,0
rent,Room,2350,Jerusalem,Ha-Ari St.  17,1.0,1.0,18,0
rent,Housing unit,4500,Holon,Sokolov St.  74,2.0,1.0,50,0
rent,Apartment,3000,Tel Aviv-Yafo,Nahal HaBsor St.  12,3.0,4.0,65,0
rent,Apartment,3200,Bat Yam,HaRav Luzon St.  12,2.0,1.0,60,0
rent,Apartment,3000,Bat Yam,Trumpeldor St.  4,2.0,0.0,60,0
rent,Apartment,3000,Bat Yam,Nitsana St.  16,2.0,0.0,55,0
rent,Housing unit,4300,Hadid,Ha-Savyon St.  11,3.0,1.0,90,3
rent,Apartment,2700,Rehovot,Max Nordau St.  13,2.0,2.0,45,0
rent,Apartment,3300,Bat Yam,HaShikma St. ,2.0,4.0,47,0
rent,Apartment,5200,Bat Yam,Max Nordau St. ,4.0,4.0,100,0
rent,Apartment,3500,Bat Yam,Halper St. ,2.5,0.0,55,0
rent,Apartment,3300,Bat Yam,Arlozorov St. ,2.0,1.0,40,0
rent,Apartment,3300,Bat Yam,Halper St. ,2.0,0.0,40,0
rent,Apartment,4500,Bat Yam,Perlstein St. ,3.0,5.0,100,0
rent,Apartment,2850,Bat Yam,Rothschild St. ,1.0,2.0,40,0
rent,Apartment,3500,Bat Yam,Ha-Rishonim St. ,2.0,3.0,65,0
rent,Apartment,3500,Bat Yam,Abba Berdichev St. ,3.0,3.0,70,0
rent,Apartment,2500,Bat Yam,Abba Berdichev St. ,2.0,0.0,40,0
rent,Apartment,3000,Bat Yam,Abba Berdichev St. ,2.0,0.0,30,0
rent,Apartment,2800,Bat Yam,Herzl St. ,1.0,0.0,24,0
rent,Apartment,6150,Ramat Gan,Kedma St. ,3.0,5.0,100,1
rent,Apartment,3000,Bat Yam,HaGiborim St. ,1.0,0.0,25,0
rent,Apartment,3850,Bat Yam,Halper St. ,3.5,3.0,77,0
rent,Apartment,4000,Bat Yam,Simha Holtsberg St. ,2.5,3.0,40,0
rent,Apartment,3700,Tel Aviv-Yafo,HaTsorfim St.  12,1.0,0.0,20,0
rent,Apartment,3200,Bat Yam,Balfour St.  81,2.5,3.0,75,0
rent,Apartment,2950,Bat Yam,Arlozorov St.  70,1.0,1.0,35,0
rent,Apartment,4600,Rishon LeTsiyon,Tsvi Herman Shapira St. ,4.0,3.0,110,0
rent,Garden apt,6200,Rehovot,Batya Makov St.  28,3.5,0.0,80,1
rent,Apartment,5500,Bat Yam,Derech Ben Gurion ,2.0,19.0,40,0
rent,Apartment,6800,Bat Yam,Ha-Rav Nisanbaum St. ,4.0,39.0,100,1
rent,Apartment,3800,Bat Yam,HaRav Uziel St. ,2.0,2.0,40,0
rent,Apartment,4500,Bat Yam,Ha-Sar Shapira St. ,2.5,4.0,75,0
rent,Apartment,4500,Bat Yam,Balfour St. ,3.5,3.0,85,0
rent,Apartment,6500,Bat Yam,Yohanan HaSandlar St. ,4.0,12.0,100,2
rent,Apartment,3200,Bat Yam,Yoseftal St. ,2.0,3.0,50,0
rent,Apartment,3500,Bat Yam,Arlozorov St. ,2.0,1.0,50,0
rent,Apartment,3000,Bat Yam,HaAtsmaut Boulevard ,2.0,0.0,30,0
rent,Apartment,5000,Bat Yam,Doctor Nahum Nir St.  3,4.0,5.0,85,1
rent,Apartment,4500,Bat Yam,Balfour St. ,3.5,2.0,80,0
rent,Apartment,4000,Bat Yam,Bar Yehuda St.  24,3.0,3.0,70,0
rent,Apartment,8000,Bat Yam,Derech Ben Gurion  57,4.0,7.0,105,1
rent,Apartment,4000,Bat Yam,Moshe Sneh St. ,3.0,0.0,70,0
rent,Apartment,4200,Bat Yam,Derech Ben Gurion ,2.0,2.0,45,1
rent,Apartment,3100,Bat Yam,Herzl St.  10,2.0,0.0,40,0
rent,Apartment,4500,Bat Yam,Dakar St.  3,3.0,4.0,87,0
rent,Garden apt,25000,Tel Aviv-Yafo,Ha-Ogen St. ,4.0,2.0,220,0
rent,Apartment,5000,Bat Yam,Rothschild St. ,3.0,3.0,70,0
rent,Apartment,4400,Bat Yam,Dakar St.  3,3.0,4.0,85,0
rent,Apartment,3500,Bat Yam,Daniel St. ,2.5,1.0,75,0
rent,Apartment,4400,Herzliya,Tsahal St.  2,2.0,2.0,55,0
rent,Apartment,4200,Petah Tikva,Rothschild St.  144,4.0,3.0,90,0
rent,Apartment,3700,Petah Tikva,Aharon Katsir St. ,3.0,2.0,85,0
rent,Apartment,2300,Petah Tikva,Yosef Sapir St. ,1.0,0.0,25,0
rent,Apartment,2300,Petah Tikva,Ihilov St. ,1.0,0.0,25,0
rent,Apartment,4000,Petah Tikva,Ein Ganim St. ,3.0,1.0,80,1
rent,Apartment,3700,Petah Tikva,Herzl St. ,3.0,1.0,75,0
rent,Apartment,4200,Rishon LeTsiyon,Ha-Akhim Suleiman St.  6,3.0,1.0,7,1
rent,Apartment,3000,Ramat Gan,Sderot Yerushalayim  86,2.0,0.0,40,0
rent,Apartment,5500,Bat Yam,Yitshak Sadeh St.  33,3.5,6.0,100,1
rent,Apartment,5500,Tel Aviv-Yafo,Shalma Road ,3.0,2.0,70,0
rent,Apartment,3950,Bat Yam,Kinneret St.  11,4.0,3.0,90,0
rent,Mini penthouse,2900,Bnei Brak,Hertsel St.  75,3.0,4.0,52,0
rent,Apartment,2800,Bnei Brak,Ussishkin St.  23,2.0,2.0,45,0
rent,Apartment,5000,Holon,Khazit Khamesh St. ,3.5,3.0,90,1
rent,Apartment,5500,Givatayim,Kiryat Yosef St.  20,4.0,2.0,120,1
rent,Apartment,7600,Tel Aviv-Yafo,HaHashmonaim St.  98,4.0,9.0,96,2
rent,Apartment,9500,Tel Aviv-Yafo,HaHashmonaim St.  97,4.0,9.0,89,2
rent,Apartment,5100,Tel Aviv-Yafo,Weizmann St.  87,2.0,0.0,55,0
rent,Apartment,6700,Tel Aviv-Yafo,Shtulim St.  55,4.0,12.0,100,2
rent,Apartment,5000,Tel Aviv-Yafo,Shalma Road ,2.0,3.0,50,0
rent,Mini penthouse,4500,Rishon LeTsiyon,Ha-Yekev St. ,2.5,4.0,62,0
rent,Apartment,3700,Rishon LeTsiyon,Rothschild St. ,3.5,6.0,85,0
rent,Apartment,4800,Bat Yam,Livorno St.  3,4.0,4.0,100,1
rent,Apartment,3000,Petah Tikva,Yitskhak Sadeh St. ,3.0,1.0,65,0
rent,Apartment,3500,Petah Tikva,Olei Bavel St. ,2.5,1.0,70,0
rent,Apartment,4100,Holon,Zeev Jabotinsky St. ,3.0,3.0,80,0
rent,Apartment,4500,Gedera,Bialik St. ,3.0,2.0,100,1
rent,Apartment,6000,Tel Aviv-Yafo,Ha-Rav Alnekave St.  78,4.0,3.0,100,1
rent,Studio,2500,Jerusalem,Jaffa St.  212,1.0,6.0,30,0
rent,Apartment,4200,Holon,Har ha-Tsofim St. ,3.0,4.0,60,0
rent,Apartment,4500,Nes Harim,Livne St.  16,3.0,0.0,64,3
rent,Studio,2900,Rishon LeTsiyon,Shivtei Yisrael St. ,1.0,1.0,35,0
rent,Apartment,4000,Ramat Gan,Negba Road  35,2.5,2.0,55,0
rent,Apartment,4000,Ramla,Sderot Ben Gurion ,4.0,3.0,90,1
rent,Apartment,2800,Ramla,Yitshak Ben Zvi St. ,2.0,3.0,50,0
rent,Apartment,3500,Ramla,Yoseftal St. ,3.0,1.0,70,0
rent,Apartment,3000,Ramla,Alef Samech Levi St. ,3.0,4.0,70,0
rent,Housing unit,2700,Ramla,Ha-Ilanot St. ,2.0,0.0,30,0
rent,Housing unit,3200,Rishon LeTsiyon,Migdalor St. ,1.0,0.0,40,0
