listing_type,Property_type,Price,City,Address,Rooms,Floor,Area,Parking_spots
buy,Apartment,1850000,Tel Aviv-Yafo,Shtulim St.  63,3.0,12.0,83,1
buy,Apartment,2080000,Tel Aviv-Yafo,HaShalom Road  85,3.5,0.0,65,0
buy,Apartment,1550000,Tel Aviv-Yafo,Philon St.  2,3.0,4.0,83,0
buy,Duplex,3449000,Tel Aviv-Yafo,Bosem St.  64,5.0,9.0,111,1
buy,Apartment,1550000,Tel Aviv-Yafo,Khisin St.  4,3.0,1.0,81,0
buy,Garden apt,4000000,Tel Aviv-Yafo,Yiftakh St.  16,4.0,0.0,120,1
buy,Apartment,3590000,Tel Aviv-Yafo,Sderot Nordau  36,3.0,2.0,65,0
buy,Apartment,1550000,Tel Aviv-Yafo,Abulafya St.  11,1.5,1.0,25,0
buy,Apartment,5600000,Tel Aviv-Yafo,Sderot Ben Gurion  63,4.0,4.0,95,1
buy,Garden apt,6400000,Tel Aviv-Yafo,Yunitsman St.  1,3.5,0.0,128,2
buy,Apartment,1950000,Tel Aviv-Yafo,HaKishon St.  70,2.5,2.0,48,0
buy,Apartment,1870000,Tel Aviv-Yafo,Moshe Dayan Road  24,4.0,7.0,90,0
buy,Cottage/house,3100000,Tel Aviv-Yafo,Di Rossi St.  7,5.5,1.0,125,0
buy,Mini penthouse,5290000,Tel Aviv-Yafo,Yasha Hefetz St.  9,5.0,9.0,123,2
buy,Apartment,2400000,Tel Aviv-Yafo,Nakhalat Yitskhak St.  30,3.0,2.0,67,0
buy,Apartment,2650000,Tel Aviv-Yafo,Shtulim St. ,5.0,3.0,11,1
buy,Apartment,2290000,Tel Aviv-Yafo,Ha-Rav Alnekave St.  46,3.0,5.0,82,1
buy,Apartment,2350000,Tel Aviv-Yafo,Shalma Road  121,4.0,3.0,85,0
buy,Apartment,1540000,Tel Aviv-Yafo,Haim Barlev Road  128,3.0,3.0,65,0
buy,Duplex,2035000,Tel Aviv-Yafo,Menahem Arber St.  12,4.0,4.0,90,0
buy,Apartment,2290000,Tel Aviv-Yafo,Shtulim St.  57,5.0,7.0,110,1
buy,Rooftop apt,3200000,Tel Aviv-Yafo,Brurya St.  8,5.0,4.0,114,1
buy,Apartment,1249000,Tel Aviv-Yafo,Haim Sireni St.  27,2.0,0.0,35,0
buy,Garden apt,2100000,Tel Aviv-Yafo,Shivtei Israel St.  36,3.0,0.0,70,1
buy,Garden apt,8900000,Tel Aviv-Yafo,Mapu St.  14,4.0,0.0,230,1
buy,Apartment,4500000,Tel Aviv-Yafo,Eliezer Kaplan St.  19,3.0,13.0,70,1
buy,Cottage/house,7800000,Tel Aviv-Yafo,HaGolan St.  72,7.0,3.0,327,2
buy,Apartment,4100000,Tel Aviv-Yafo,Shlomo Ibn Gabirol St.  8,4.0,3.0,105,1
buy,Apartment,2850000,Tel Aviv-Yafo,Kibbutz Galuyot Road  113,6.0,2.0,115,0
buy,Apartment,6500000,Tel Aviv-Yafo,Remez St.  22,4.0,4.0,145,1
buy,Apartment,1560000,Tel Aviv-Yafo,Galinit St.  8,3.0,3.0,65,0
buy,Apartment,3290000,Tel Aviv-Yafo,Ben Yehuda St.  34,3.0,1.0,72,0
buy,Garden apt,3300000,Tel Aviv-Yafo,Tsahalon ha-Rofe St.  30,5.0,0.0,130,0
buy,Rooftop apt,3700000,Tel Aviv-Yafo,Adulam St.  10,4.0,2.0,100,0
buy,Apartment,2360000,Tel Aviv-Yafo,Asa Kadmoni St.  2,4.0,1.0,105,3
buy,Apartment,1835000,Tel Aviv-Yafo,Maapilei Egoz St.  40,4.0,1.0,80,1
buy,Apartment,2200000,Tel Aviv-Yafo,Shalom Ash St.  19,3.0,1.0,63,1
buy,Apartment,1950000,Tel Aviv-Yafo,Haggibbor HaAlmoni St.  13,3.0,5.0,70,0
buy,Apartment,5700000,Tel Aviv-Yafo,Mikhael Neeman St.  18,5.5,2.0,152,2
buy,Apartment,3150000,Tel Aviv-Yafo,La Guardia St. ,4.0,1.0,90,1
buy,Apartment,2049000,Tel Aviv-Yafo,HaShiloah St.  13,3.5,1.0,65,0
buy,Apartment,1890000,Tel Aviv-Yafo,Moshe Dayan Road  44,4.5,6.0,90,0
buy,Apartment,1790000,Tel Aviv-Yafo,Maapilei Egoz St.  1,3.0,1.0,60,0
buy,Apartment,2200000,Tel Aviv-Yafo,Isser Yehuda Unterman St.  21,4.0,1.0,95,1
buy,Apartment,2200000,Tel Aviv-Yafo,HaBalonim St. ,4.0,15.0,95,1
buy,Duplex,2450000,Tel Aviv-Yafo,Maharozet St.  6,5.5,4.0,130,0
buy,Apartment,1630000,Tel Aviv-Yafo,Hagana Road  134,3.0,6.0,65,1
buy,Penthouse,2850000,Tel Aviv-Yafo,Ha-Rav Alnekave St.  42,4.0,6.0,100,1
buy,Apartment,4090000,Tel Aviv-Yafo,Sheinkin St.  54,3.0,1.0,85,0
buy,Apartment,2100000,Tel Aviv-Yafo,Yefet St.  185,3.0,1.0,50,0
buy,Apartment,4200000,Tel Aviv-Yafo,David Raziel St.  2,2.5,4.0,67,0
buy,Apartment,2270000,Tel Aviv-Yafo,Zuckerman St.  21,4.0,4.0,100,1
buy,Garden apt,2890000,Tel Aviv-Yafo,Simtat Melilot  5,4.0,1.0,85,0
buy,Apartment,1990000,Tel Aviv-Yafo,Haim Barlev Road  176,3.0,6.0,75,1
buy,Duplex,2690000,Givat Shmuel,Uziel St. ,5.0,1.0,116,1
buy,Rooftop apt,2990000,Tel Aviv-Yafo,Yisrael mi-Salant St.  38,4.0,2.0,80,0
buy,Apartment,1880000,Tel Aviv-Yafo,Ha-Asif St.  12,3.0,2.0,65,0
buy,Apartment,2800000,Tel Aviv-Yafo,Yehuda Hayamit St.  5,3.0,2.0,70,0
buy,Garden apt,3290000,Tel Aviv-Yafo,Sderot Hachmei Lublin  16,3.5,0.0,95,0
buy,Apartment,5790000,Tel Aviv-Yafo,Dizengoff St.  3,3.5,2.0,112,0
buy,Rooftop apt,2570000,Tel Aviv-Yafo,Itiel St.  25,4.5,2.0,100,1
buy,Apartment,2790000,Tel Aviv-Yafo,HaPalmah St.  19,5.0,2.0,110,1
buy,Apartment,2050000,Tel Aviv-Yafo,Moshe Dayan Road  42,4.0,8.0,92,0
buy,Apartment,2449000,Tel Aviv-Yafo,Matsuva St.  8,5.0,1.0,90,1
buy,Apartment,4200000,Tel Aviv-Yafo,Abas St.  26,2.5,0.0,140,0
buy,Garden apt,1950000,Tel Aviv-Yafo,Moshe Dayan Road  18,4.5,0.0,88,0
buy,Rooftop apt,3090000,Tel Aviv-Yafo,Netaim St.  23,6.0,2.0,135,1
buy,Penthouse,2850000,Tel Aviv-Yafo,Ha-Rav Alnekave St.  38,4.0,6.0,93,2
buy,Rooftop apt,5990000,Tel Aviv-Yafo,Yad HaMaavir St.  16,5.0,2.0,162,2
buy,Apartment,3950000,Tel Aviv-Yafo,Usha St.  13,4.0,2.0,100,0
buy,Apartment,2150000,Tel Aviv-Yafo,Haim Barlev Road  149,4.0,2.0,90,1
buy,Apartment,4900000,Tel Aviv-Yafo,Mordehai Meir St.  8,5.0,4.0,140,2
buy,Apartment,2290000,Tel Aviv-Yafo,Yitzhak Sadeh St.  50,3.0,2.0,78,0
buy,Apartment,3650000,Tel Aviv-Yafo,Gershon Shatz St.  44,4.0,3.0,82,0
buy,Apartment,2090000,Tel Aviv-Yafo,Haim Barlev Road  149,4.0,1.0,90,1
buy,Apartment,2850000,Tel Aviv-Yafo,Sderot Smuts  6,3.0,0.0,65,0
buy,Rooftop apt,7000000,Tel Aviv-Yafo,Frug St.  1,4.5,6.0,105,1
buy,Apartment,1290000,Tel Aviv-Yafo,Lehi Road  67,2.5,1.0,60,0
buy,Apartment,1990000,Tel Aviv-Yafo,Itiel St.  25,3.0,1.0,65,1
buy,Apartment,1700000,Tel Aviv-Yafo,Zecharia Razabi St.  8,3.0,6.0,60,0
buy,Apartment,2290000,Tel Aviv-Yafo,Haggibbor HaAlmoni St.  46,3.0,5.0,80,0
buy,Apartment,3500000,Tel Aviv-Yafo,Shazar St.  33,5.0,6.0,140,0
buy,Apartment,1380000,Bat Yam,Ha-Khalutsim St.  14,3.0,3.0,78,1
buy,Duplex,3350000,Bat Yam,Jabotinsky St.  4,6.0,9.0,220,1
buy,Apartment,1330000,Bat Yam,Henrietta Szold St.  19,3.0,2.0,75,0
buy,Apartment,1530000,Bat Yam,Ha-Rav Herzog St.  19,3.5,0.0,105,0
buy,Apartment,1190000,Holon,Ha-Maapilim St.  63,3.0,3.0,65,0
buy,Apartment,3100000,Holon,Tamar St.  8,5.5,3.0,125,2
buy,Garden apt,3090000,Tel Aviv-Yafo,Di Rossi St.  12,5.5,0.0,120,1
buy,Apartment,1750000,Petah Tikva,Yosef Fefer St.  16,4.0,2.0,96,1
buy,Apartment,1880000,Raanana,Dubnov St. ,3.0,4.0,76,0
buy,Penthouse,3850000,Ra'anana,Brener St. ,5.0,4.0,170,1
buy,Apartment,1120000,Petah Tikva,Yehuda Leib Pinsker St. ,3.0,4.0,70,0
buy,Apartment,1250000,Rehovot,Derekh Yom ha-Kipurim ,3.0,2.0,75,0
buy,Apartment,1430000,Lod,HaEla St.  3,4.0,7.0,115,1
buy,Apartment,1250000,Lod,Albert Einstein St.  28,4.0,3.0,90,1
buy,Apartment,2250000,Lod,HaEla St. ,5.0,3.0,160,1
buy,Apartment,1280000,Lod,San Martin St.  9,3.0,1.0,70,0
buy,Apartment,1160000,Petah Tikva,Khayim Ozer St. ,2.0,1.0,65,0
buy,Apartment,1730000,Bat Yam,Derech Ben Gurion ,3.0,4.0,75,0
buy,Apartment,3300000,Tel Aviv-Yafo,Toscanini St. ,4.0,2.0,75,0
buy,Penthouse,1150000,Ashdod,Mevo HaIrit  10,3.0,7.0,60,1
buy,Apartment,2750000,Bat Yam,Yitshak Sadeh St. ,5.0,2.0,130,1
buy,Duplex,1930000,Lod,Shikma St. ,5.0,1.0,160,1
buy,Apartment,2690000,Bat Yam,Anne Frank St.  12,5.0,10.0,115,1
buy,Apartment,4090000,Rishon LeTsiyon,Kheil ha-Khimush St.  38,5.0,10.0,260,3
buy,Garden apt,1690000,Holon,Pierre Koenig St. ,3.0,0.0,70,1
buy,Apartment,1699000,Bat Yam,Masaryk St.  7,3.0,1.0,73,1
buy,Apartment,950000,Lod,Eli Cohen St.  14,3.0,0.0,60,0
buy,Apartment,2120000,Bat Yam,Ha-Sar Shapira St. ,4.0,6.0,89,1
buy,Apartment,2300000,Bat Yam,Ha-Reshet St. ,5.0,3.0,120,1
buy,Apartment,5750000,Tel Aviv-Yafo,Sderot Levi Eshkol  47,5.0,6.0,128,2
buy,Apartment,1370000,Ashdod,Mevo Elkalai ,3.0,4.0,100,1
buy,Apartment,1240000,Bat Yam,Kinneret St. ,2.0,2.0,60,0
buy,Cottage/house,4720000,Rishon LeTsiyon,Mivtsa Uvda St. ,6.0,4.0,370,2
buy,Apartment,3900000,Bat Yam,Derech Ben Gurion ,4.0,2.0,105,1
buy,Cottage/house,5800000,Rishon LeTsiyon,Yehodit and Elikum Nakhamoni St.  40,7.0,2.0,260,1
buy,Penthouse,3100000,Rehovot,Moshe Fried St. ,6.0,6.0,166,2
buy,Apartment,4250000,Tel Aviv-Yafo,Nissim Aloni St.  10,3.0,7.0,101,1
buy,Apartment,6200000,Tel Aviv-Yafo,Nissim Aloni St.  10,3.5,16.0,145,2
buy,Apartment,1430000,Bat Yam,Ha-Rav Herzog St. ,3.0,3.0,75,0
buy,Apartment,5790000,Tel Aviv-Yafo,Nissim Aloni St.  6,4.0,10.0,134,2
buy,Apartment,3400000,Bat Yam,Ha-Sar Shapira St.  44,6.0,7.0,145,1
buy,Villa,4500000,Rishon LeTsiyon,Bernstein St. ,7.0,2.0,300,1
buy,Apartment,3100000,Tel Aviv-Yafo,Derech Menachem Begin  144,3.0,19.0,66,1
buy,Apartment,1480000,Ramla,HaEtrog St.  4,5.0,2.0,120,1
buy,Apartment,1650000,Bat Yam,Tchernikhovski St. ,4.0,2.0,90,0
buy,Apartment,2450000,Rishon LeTsiyon,Ha-Nakhshol St. ,4.0,4.0,105,1
buy,Apartment,3900000,Rishon LeTsiyon,Lubman St.  5,6.5,3.0,180,2
buy,Garden apt,1740000,Holon,Geulim St. ,3.0,0.0,75,1
buy,Garden apt,1640000,Holon,Ha-Sigalon St. ,2.0,0.0,65,1
buy,Duplex,2570000,Ramat Hasharon,Ussishkin St. ,5.0,3.0,195,0
buy,Apartment,1320000,Petah Tikva,Perets Naftali St. ,3.0,1.0,75,1
buy,Apartment,1650000,Petah Tikva,Herzl St. ,5.0,1.0,98,1
buy,Rooftop apt,2280000,Petah Tikva,Ha-Morim St. ,6.0,6.0,125,1
buy,Apartment,6250000,Tel Aviv-Yafo,Derech Menachem Begin  144,4.0,42.0,138,1
buy,Apartment,1500000,Rishon LeTsiyon,Yehuda Halevi St. ,4.0,3.0,90,1
buy,Cottage/house,4850000,Tel Aviv-Yafo,David Tritch St.  11,5.0,1.0,120,1
buy,Penthouse,2780000,Bat Yam,Ha-Reshet St. ,4.0,7.0,104,1
buy,Apartment,3750000,Tel Aviv-Yafo,Simtat Beit HaShoeva ,3.0,1.0,70,1
buy,Apartment,1500000,Bat Yam,Metsada St. ,3.0,5.0,75,0
buy,Apartment,1590000,Rishon LeTsiyon,Arye Refael St. ,3.5,3.0,95,1
buy,Apartment,2500000,Rishon LeTsiyon,Gevim St. ,4.0,14.0,95,1
buy,Triplex,2290000,Ramat Hasharon,Sokolov St. ,4.0,2.0,110,1
buy,Duplex,6650000,Tel Aviv-Yafo,Uri Tsvi Grinberg St. ,4.0,9.0,160,1
buy,Penthouse,5900000,Tel Aviv-Yafo,Ir Shemesh St. ,5.0,3.0,185,2
buy,Apartment,3800000,Tel Aviv-Yafo,Yehuda Amichai St.  13,3.0,2.0,94,1
buy,Penthouse,13900000,Tel Aviv-Yafo,Kinneret St. ,5.0,3.0,170,2
buy,Apartment,1300000,Bat Yam,HaRav Uziel St. ,3.5,4.0,85,1
buy,Apartment,1470000,Bat Yam,Dolfin St. ,3.0,2.0,75,0
buy,Apartment,5500000,Bat Yam,Yitshak Sadeh St.  6,5.0,38.0,140,3
buy,Villa,7000000,Rishon LeTsiyon,Mivtsa Dani St. ,7.0,3.0,420,2
buy,Apartment,3150000,Tel Aviv-Yafo,Moshe Vilenski St. ,3.0,5.0,82,1
buy,Apartment,3100000,Rishon LeTsiyon,Ahi Lahav St. ,4.0,6.0,110,2
buy,Apartment,1590000,Bat Yam,Ha-Tsipornim St.  7,3.0,2.0,70,0
buy,Duplex,2500000,Rishon LeTsiyon,Ha-Psanter St.  7,5.0,7.0,140,2
buy,Garden apt,3150000,Tel Aviv-Yafo,Ben Yehuda St. ,2.5,0.0,77,0
buy,Apartment,3600000,Tel Aviv-Yafo,Ovadya ha-Navi St. ,3.0,1.0,85,0
buy,Apartment,2450000,Rishon LeTsiyon,Mordekhai Moteleh Rosenstein St. ,4.0,1.0,96,1
buy,Garden apt,1350000,Ari'el,Derech HaTsiyonut  17,5.0,0.0,120,0
buy,Apartment,1560000,Bat Yam,Ha-Neviim St.  79,3.0,4.0,67,0
buy,Apartment,1560000,Holon,HaRav Kuk St. ,4.0,1.0,85,0
buy,Penthouse,2550000,Holon,Tsvi Shapira St. ,4.0,6.0,171,1
buy,Apartment,1525000,Rishon LeTsiyon,Anielewicz St. ,3.0,2.0,80,0
buy,Apartment,1750000,Ashdod,Nahal Snir St. ,4.0,2.0,115,1
buy,Duplex,5500000,Rishon LeTsiyon,Ahi Lahav St. ,5.0,21.0,150,3
buy,Apartment,1850000,Rishon LeTsiyon,Ha-Mapukhit St. ,3.5,1.0,90,1
buy,Apartment,2700000,Rishon LeTsiyon,Heyl Ha-Tzanhanim St. ,7.0,4.0,170,3
buy,Apartment,1450000,Petah Tikva,Yekutiel Adam St. ,3.5,3.0,70,0
buy,Apartment,1680000,Petah Tikva,Eliyahu Golomb St. ,4.5,2.0,115,1
buy,Apartment,1200000,Petah Tikva,Tiberias St. ,3.0,4.0,60,0
buy,Cottage/house,3450000,Ramla,Ha-Rav Khayim Ben Atar St. ,7.0,3.0,230,2
buy,Apartment,2900000,Tel Aviv-Yafo,Kitzis St.  14,4.5,6.0,90,1
buy,Rooftop apt,3250000,Rishon LeTsiyon,HaGat St. ,6.0,7.0,155,2
buy,Apartment,1650000,Rishon LeTsiyon,Alkalai St. ,4.0,5.0,90,1
buy,Cottage/house,4300000,Rishon LeTsiyon,Mivtsa Horev St. ,6.0,3.0,220,3
buy,Apartment,1730000,Bat Yam,Arlozorov St.  8,3.0,6.0,78,1
buy,Apartment,2500000,Rishon LeTsiyon,Dov Hoz St. ,4.0,1.0,98,1
buy,Apartment,1495000,Holon,Chlenov St.  6,2.5,4.0,65,0
buy,Apartment,1710000,Petah Tikva,Yosef Sapir St. ,3.0,5.0,80,2
buy,Apartment,3220000,Tel Aviv-Yafo,Marcel Janco St. ,5.0,3.0,110,0
buy,Apartment,1570000,Petah Tikva,Ha-Rav Yakov Toledano St.  4,3.0,4.0,75,1
buy,Penthouse,3750000,Ashdod,Ha-Tsiyonut St. ,5.0,14.0,200,2
buy,Villa,3150000,Ariel,Ha-Shaked St.  10,7.0,3.0,250,1
buy,Garden apt,1350000,Bat Yam,Daniel St. ,3.0,0.0,70,0
buy,Apartment,1460000,Bat Yam,HaHashmonaim St. ,3.0,2.0,90,0
buy,Apartment,1480000,Tel Aviv-Yafo,HaRav Rubinstein St. ,2.5,6.0,65,1
buy,Cottage/house,7900000,Rishon LeTsiyon,Mivtsa Dani St. ,7.0,3.0,420,2
buy,Apartment,2800000,Rishon LeTsiyon,Golda Meir St. ,5.0,4.0,125,2
buy,Apartment,1300000,Holon,Ha-Matmid St. ,3.0,2.0,75,0
buy,Apartment,1380000,Petah Tikva,Ha-Aliya ha-Shinya St. ,3.5,3.0,100,0
buy,Apartment,3980000,Tel Aviv-Yafo,HaRabi MiBachrach St. ,3.0,6.0,87,1
buy,Apartment,1870000,Bat Yam,HaHashmonaim St. ,4.0,4.0,100,1
buy,Apartment,899000,Lod,Feinstein St.  7,3.0,4.0,77,1
buy,Cottage/house,13500000,Tel Aviv-Yafo,Tsahal St. ,10.0,3.0,500,3
buy,Duplex,1890000,Tel Aviv-Yafo,Apak St. ,2.0,2.0,38,1
buy,Rooftop apt,3090000,Bat Yam,Masaryk St.  29,5.0,4.0,100,1
buy,Apartment,1890000,Bat Yam,Ginosar St. ,4.0,2.0,85,1
buy,Apartment,2900000,Holon,Reuven Barkat St.  23,5.0,15.0,134,2
buy,Apartment,2350000,Tel Aviv-Yafo,Bnei Ephraim St. ,2.0,3.0,57,1
buy,Apartment,1695000,Holon,Moshe Sharet St.  48,4.0,7.0,100,0
buy,Apartment,2825000,Rishon LeTsiyon,Even Hen St. ,5.5,3.0,131,1
buy,Penthouse,3500000,Bat Yam,Ha-Sar Shapira St. ,5.0,7.0,250,1
buy,Apartment,2050000,Ramat Gan,Pinhas Rutenberg St. ,4.0,4.0,90,1
buy,Apartment,2170000,Ramat Gan,David Ben Gurion Road ,3.0,3.0,71,0
buy,Cottage/house,6380000,Jerusalem,Yamima St. ,8.0,4.0,205,2
buy,Cottage/house,6470000,Jerusalem,Tiltan St. ,10.0,3.0,230,2
buy,Apartment,1390000,Petah Tikva,Rothschild St. ,3.0,7.0,82,0
buy,Apartment,1390000,Petah Tikva,Balfour St. ,4.0,1.0,85,0
buy,Apartment,1100000,Petah Tikva,Doctor Weissburg St. ,3.0,3.0,60,0
buy,Apartment,1780000,Rishon LeTsiyon,Brandeis St.  11,4.0,3.0,100,0
buy,Apartment,3480000,Tel Aviv-Yafo,Derech Menachem Begin ,3.0,27.0,75,1
buy,Apartment,2150000,Ramat Gan,Yosef Karo St.  5,4.0,3.0,118,1
buy,Apartment,3500000,Tel Aviv-Yafo,Nissim Aloni St.  21,2.5,5.0,79,2
buy,Rooftop apt,1350000,Bat Yam,Henrietta Szold St. ,3.0,1.0,85,0
buy,Apartment,3200000,Tel Aviv-Yafo,Nissim Aloni St.  21,2.5,8.0,67,1
buy,Apartment,1390000,Bat Yam,Rakhel ha-Meshoreret St.  5,3.5,4.0,80,0
buy,Apartment,1460000,Bat Yam,Yoseftal St. ,2.5,4.0,75,0
buy,Apartment,1455000,Rishon LeTsiyon,Chlenov St. ,3.0,4.0,85,1
buy,Apartment,9900000,Tel Aviv-Yafo,Pinkas St.  64,3.5,7.0,145,2
buy,Mini penthouse,11800000,Tel Aviv-Yafo,Leonardo da Vinci St. ,5.0,37.0,160,1
buy,Apartment,2190000,Holon,Ezel St. ,5.0,5.0,120,0
buy,Rooftop apt,2280000,Rishon LeTsiyon,HaGdud Haivri St. ,5.0,3.0,120,3
buy,Rooftop apt,2450000,Rishon LeTsiyon,HaGdud Haivri St.  61,5.5,4.0,120,1
buy,Apartment,6250000,Tel Aviv-Yafo,Nissim Aloni St.  7,4.0,23.0,141,2
buy,Cottage/house,3450000,Rishon LeTsiyon,Ha-Zaharon St. ,6.0,3.0,210,2
buy,Apartment,1850000,Holon,Kdoshei Kahir St.  10,4.5,1.0,106,1
buy,Penthouse,9100000,Tel Aviv-Yafo,Bavli St. ,5.0,7.0,148,3
buy,Apartment,1150000,Ramla,Yitshak Ben Zvi St.  16,5.0,3.0,100,0
buy,Apartment,1595000,Rishon LeTsiyon,Natan Bernitski St. ,3.5,3.0,85,0
buy,Apartment,1825000,Petah Tikva,Bialik St. ,4.0,1.0,95,1
buy,Apartment,3750000,Tel Aviv-Yafo,Maze St. ,2.0,4.0,75,1
buy,Apartment,1440000,Bat Yam,Dakar St. ,3.0,3.0,75,0
buy,Garden apt,4080000,Tel Aviv-Yafo,Rav Tsair St. ,3.0,0.0,147,1
buy,Apartment,3750000,Tel Aviv-Yafo,Rav Tsair St. ,3.0,1.0,82,1
buy,Apartment,4230000,Tel Aviv-Yafo,Rav Tsair St. ,3.0,5.0,86,1
buy,Rooftop apt,2580000,Holon,Jericho St.  12,5.0,5.0,180,1
buy,Rooftop apt,1690000,Holon,Tsvi Graetz St. ,4.0,1.0,80,0
buy,Apartment,1450000,Holon,Alufei Tsahal St.  9,3.0,0.0,70,1
buy,Apartment,1875000,Bat Yam,Yoseftal St. ,4.0,5.0,100,1
buy,Apartment,1350000,Bat Yam,HaRav Uziel St.  16,2.5,3.0,68,0
buy,Apartment,1830000,Holon,Safed St.  11,4.0,1.0,93,0
buy,Apartment,2520000,Tel Aviv-Yafo,Bar Giyora St. ,3.0,0.0,47,0
buy,Garden apt,3700000,Rishon LeTsiyon,Ha-Hityashvut St.  55,6.0,0.0,165,2
buy,Apartment,1900000,Rishon LeTsiyon,Tsvi Hirschfeld St. ,4.0,5.0,100,1
buy,Mini penthouse,3090000,Ramat Gan,Ahad HaAm St. ,5.0,23.0,124,2
buy,Apartment,1745000,Rishon LeTsiyon,Kiryat Sefer St. ,4.0,1.0,114,1
buy,Apartment,1750000,Bat Yam,Arlozorov St. ,3.5,2.0,85,1
buy,Triplex,7800000,Tel Aviv-Yafo,Nakhalat Yitskhak St. ,6.5,31.0,240,2
buy,Apartment,4980000,Tel Aviv-Yafo,Sheinkin St. ,4.0,3.0,90,1
buy,Apartment,2050000,Rosh Haayin,Chaim Herzog St.  1,5.0,5.0,127,2
buy,Duplex,7600000,Tel Aviv-Yafo,Nakhalat Yitskhak St. ,6.5,31.0,240,2
buy,Rooftop apt,7600000,Tel Aviv-Yafo,Nakhalat Yitskhak St. ,6.5,31.0,240,2
buy,Apartment,1040000,Bat Yam,Balfour St. ,1.5,1.0,44,0
buy,Apartment,1390000,Bat Yam,Sheshet ha-Yamim St. ,2.5,2.0,65,1
buy,Apartment,1370000,Bat Yam,Givati St. ,3.0,1.0,80,0
buy,Apartment,1580000,Rishon LeTsiyon,Gissin St. ,3.0,1.0,85,0
buy,Apartment,1695000,Beit Dagan,Katsanelson St.  12,4.0,3.0,90,1
buy,Apartment,2190000,Rishon LeTsiyon,Samuel Luis Herbert St. ,5.5,3.0,112,1
buy,Rooftop apt,2250000,Holon,Haim Weizman St. ,4.0,6.0,110,0
buy,Apartment,1925000,Tel Aviv-Yafo,Ben Yehuda St. ,2.0,3.0,27,0
buy,Apartment,1690000,Holon,Rehavam Zeevi St. ,4.0,2.0,87,0
buy,Apartment,2170000,Yehud-Monosson,Remez St. ,5.0,5.0,127,1
buy,Apartment,1180000,Ariel,Sheshet ha-Yamim St.  21,4.0,1.0,86,0
buy,Garden apt,2560000,Yehud-Monosson,Remez St. ,4.5,0.0,117,1
buy,Cottage/house,3290000,Rishon LeTsiyon,Ha-Rakefet St.  88,6.0,2.0,200,1
buy,Cottage/house,3890000,Holon,Arlozorov St. ,5.5,3.0,180,0
buy,Apartment,4200000,Tel Aviv-Yafo,Lilienblum St. ,3.0,4.0,70,1
buy,Apartment,2690000,Rishon LeTsiyon,HaSadeh St. ,5.0,1.0,125,1
buy,Apartment,1320000,Petah Tikva,Rambam St. ,3.5,1.0,90,0
buy,Apartment,1585000,Petah Tikva,Nahalat Tsvi St. ,4.0,10.0,98,0
buy,Rooftop apt,2980000,Rishon LeTsiyon,Arbel St. ,6.0,8.0,130,1
buy,Apartment,1665000,Rishon LeTsiyon,Mishmar HaYarden St. ,4.0,3.0,100,0
buy,Cottage/house,2320000,Ari'el,Derech Tat Aluf Uri Baron  40,6.0,2.0,240,0
buy,Garden apt,2690000,Holon,Avshalom St. ,5.0,0.0,120,1
buy,Apartment,2490000,Bat Yam,Ha-Sar Shapira St.  6,5.0,4.0,110,1
buy,Apartment,1195000,Ramla,Abba Ahimeir St.  9,3.0,6.0,75,1
buy,Apartment,1550000,Holon,Ha-Tayasim St. ,3.0,1.0,75,0
buy,Apartment,2140000,Bat Yam,Yerushalayim St.  20,4.0,1.0,123,0
buy,Apartment,2440000,Bat Yam,Masaryk St. ,4.0,4.0,102,1
buy,Apartment,1340000,Bat Yam,Eli Cohen St.  14,3.5,4.0,85,0
buy,Apartment,3100000,Ashdod,Yaffa Yarkoni St.  7,5.0,4.0,141,1
buy,Apartment,2550000,Tel Aviv-Yafo,Ha-Keshet St.  23,5.0,2.0,118,1
buy,Apartment,2500000,Ashdod,Kinor St. ,5.0,5.0,150,1
buy,Apartment,1450000,Tel Aviv-Yafo,Nardur St.  26,3.0,1.0,82,0
buy,Apartment,1460000,Holon,Tseelim St.  2,3.0,2.0,76,0
buy,Rooftop apt,2990000,Holon,Metula St.  22,5.0,5.0,200,2
buy,Duplex,7490000,Tel Aviv-Yafo,Uri Tsvi Grinberg St. ,5.0,11.0,200,2
buy,Apartment,1760000,Rishon LeTsiyon,Lavontin St.  19,4.0,1.0,102,0
buy,Duplex,2250000,Rishon LeTsiyon,Shalom Ash St.  2,5.0,2.0,156,0
buy,Apartment,1520000,Bat Yam,Bar Yehuda St. ,3.0,3.0,81,0
buy,Garden apt,2100000,Ramat Gan,Beer Ora St. ,3.0,0.0,82,0
buy,Apartment,1550000,Bat Yam,Balfour St.  113,3.0,3.0,74,0
buy,Apartment,1440000,Bat Yam,Sha'ul Bar St.  6,3.0,2.0,88,0
buy,Apartment,2290000,Ramat Gan,Beer Ora St. ,4.0,5.0,109,1
buy,Penthouse,3090000,Ramat Gan,Beer Ora St. ,4.0,6.0,102,1
buy,Apartment,1480000,Bat Yam,Yerushalayim St. ,3.0,1.0,91,0
buy,Apartment,1530000,Rishon LeTsiyon,He-Khaluts St. ,3.0,3.0,80,0
buy,Apartment,1240000,Bat Yam,Tanin St.  3,2.0,2.0,57,0
buy,Apartment,5580000,Tel Aviv-Yafo,Harav Reines St. ,4.0,4.0,108,1
buy,Apartment,6480000,Tel Aviv-Yafo,Harav Reines St. ,5.0,4.0,124,1
